X,Y,GIS_NUMBER,PERMIT_NUM,OUTFALL,NPDES_NUM,PERMITTEE,STATUS,DTYPE,INITIALS,COUNTY,LAT_DD,LONG_DD,SEGMENT,BASIN,REGION,HORZ_METH,HORZ_ACC,HORZ_REF,HORZ_DATE,HORZ_ORG,HORZ_DATUM,HORZ_DESC,UTM_ZONE
-93.962410009,29.82822231900002,03544-000.001,03544-000,001,0116360,KMTEX LLC,C,W,NLV,JEFFERSON,29.82822232,-93.96241001,0703,07,10,DRG,12.00000000,other,20130425,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.341590003000022,30.020115998999984,14870-001.001,14870-001,001,0128660,301 LONE OAK PARTNERS LTD,C,D,KNS,HARRIS,30.02011600,-95.34159000,1009,10,12,DRG,12.00000000,other,20080312,TCEQ,NAD83,End of pipe as indicated on paper map,15
-97.344874002999973,31.99120799799999,14871-001.001,14871-001,001,0131407,COUNTRY CLUB RETIREMENT CLUB LP,C,D,KNS,HILL,31.99120800,-97.34487400,1203,12,09,DRG,12.00000000,other,20080317,TCEQ,NAD83,End of pipe as indicated on paper map,14
-94.944923002999985,29.716514002,01499-000.008,01499-000,008,0002798,BAYER MATERIALSCIENCE LLC,C,W,NLV,CHAMBERS,29.71651400,-94.94492300,0901,09,12,DRG,12.00000000,other,20130305,TCEQ,NAD83,End of pipe as indicated on paper map,15
-97.410413002999974,27.810605996999982,03562-000.001,03562-000,001,0110124,CITGO REFINING & CHEMICALS CO LP,C,S,NLV,NUECES,27.81060600,-97.41041300,2484,22,14,DRG,12.00000000,other,20141009,TCEQ,NAD83,End of pipe as indicated on paper map,14
-97.407919002000028,27.810095002000025,03562-000.002,03562-000,002,0110124,CITGO REFINING & CHEMICALS CO LP,C,S,NLV,NUECES,27.81009500,-97.40791900,2484,22,14,DRG,12.00000000,other,20141009,TCEQ,NAD83,End of pipe as indicated on paper map,14
-97.407065999,27.809454996999989,03562-000.003,03562-000,003,0110124,CITGO REFINING & CHEMICALS CO LP,C,S,NLV,NUECES,27.80945500,-97.40706600,2484,22,14,DRG,12.00000000,other,20141009,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.404752,29.58916899899998,03593-000.001,03593-000,001,0117811,SYNTECH CHEMICALS INC,C,S,NLV,HARRIS,29.58916900,-95.40475200,1102,11,12,DRG,12.00000000,other,20130418,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.40632499899999,29.589149002999989,03593-000.002,03593-000,002,0117811,SYNTECH CHEMICALS INC,C,S,NLV,HARRIS,29.58914900,-95.40632500,1102,11,12,DRG,12.00000000,other,20130418,TCEQ,NAD83,End of pipe as indicated on paper map,15
-94.321431442,32.346940374999974,04987-000.001,04987-000,001,0133566,MARSHALL MINE LLC,P,M,LLF,HARRISON,32.34694038,-94.32143144,0505,05,05,DRG,12.00000000,other,20120724,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.645233,30.374988,14468-001.001,14468-001,001,0126101,UA HOLDINGS 1994-5,C,D,KNS,MONTGOMERY,30.37498800,-95.64523300,1012,10,12,DRG,12.00000000,other,20060808,TCEQ,NAD83,End of pipe as indicated on paper map,15
-97.435106817000019,26.335691918,03596-000.002,03596-000,002,0103811,TAIWAN SHRIMP VILLAGE ASSOC INC & ...,C,W,JMB,CAMERON,26.33569192,-97.43510682,2201,22,15,DOQQ,5.00000000,other,20140303,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.728440998999986,31.701523001999988,03597-000.001,03597-000,001,0111660,WAL-MART STORES EAST LP,C,W,NLV,ANDERSON,31.70152300,-95.72844100,0804,08,05,DRG,12.00000000,other,20120113,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.033863015,29.628399172,03608-000.001,03608-000,001,0111350,BAYSHORE INDUSTRIAL LLC,C,W,NLV,HARRIS,29.62839917,-95.03386302,2425,11,12,DRG,12.00000000,other,20130425,TCEQ,NAD83,End of pipe as indicated on paper map,15
-96.963364,28.664460997999981,00476-000.006,00476-000,006,0006050,INVISTA S.A.R.L. LIMITED,C,S,GMW,VICTORIA,28.66446100,-96.96336400,1701,17,14,DRG,12.00000000,other,20100915,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.86515399699999,30.023872998,03627-000.001,03627-000,001,0118320,VLS RECOVERY SERVICES LLC,C,S,NLV,HARRIS,30.02387300,-95.86515400,1009,10,12,DRG,12.00000000,other,20070824,TCEQ,NAD83,End of pipe as indicated on paper map,15
-102.28822400299998,32.841050999,03642-000.001,03642-000,001,0112038,COOPER NATURAL RESOURCES INC,C,W,JMB,GAINES,32.84105100,-102.28822400,1400,14,07,DRG,12.00000000,other,20150106,TCEQ,NAD83,End of pipe as indicated on paper map,13
-101.35313999700003,35.699379001000011,02484-000.002,02484-000,002C,0095869,CHEVRON PHILLIPS CHEMICAL CO LP,C,W,GMW,HUTCHINSON,35.69937900,-101.35314000,0101,01,01,DRG,12.00000000,other,20100928,TCEQ,NAD83,End of pipe as indicated on paper map,14
-93.942471723999972,29.993858382999974,02487-000.001,02487-000,001,0087602,ISP SYNTHETIC ELASTOMERS LLC,C,W,LLF,JEFFERSON,29.99385838,-93.94247172,0601,06,10,DOQQ,5.00000000,other,20110620,TCEQ,NAD83,End of pipe as indicated on paper map,15
-94.472880001000021,32.458451,02496-000.002,02496-000,002,0087726,SOUTHWESTERN ELECTRIC POWER CO,C,W,GMW,HARRISON,32.45845100,-94.47288000,0505,05,05,DRG,12.00000000,other,20101207,TCEQ,NAD83,End of pipe as indicated on paper map,15
-94.485188999,32.456747001999986,02496-000.003,02496-000,003,0087726,SOUTHWESTERN ELECTRIC POWER CO,C,W,GMW,HARRISON,32.45674700,-94.48518900,0505,05,05,DRG,12.00000000,other,20101207,TCEQ,NAD83,End of pipe as indicated on paper map,15
-94.498530002,32.450519003000011,02496-000.004,02496-000,004,0087726,SOUTHWESTERN ELECTRIC POWER CO,C,W,GMW,HARRISON,32.45051900,-94.49853000,0505,05,05,DRG,12.00000000,other,20101207,TCEQ,NAD83,End of pipe as indicated on paper map,15
-94.492007003000026,32.463727999000014,02496-000.005,02496-000,005,0087726,SOUTHWESTERN ELECTRIC POWER CO,C,W,GMW,HARRISON,32.46372800,-94.49200700,0505,05,05,DRG,12.00000000,other,20101207,TCEQ,NAD83,End of pipe as indicated on paper map,15
-94.488893,32.465333999,02496-000.006,02496-000,006,0087726,SOUTHWESTERN ELECTRIC POWER CO,C,W,GMW,HARRISON,32.46533400,-94.48889300,0505,05,05,DRG,12.00000000,other,20101207,TCEQ,NAD83,End of pipe as indicated on paper map,15
-97.86397400200002,31.987095999000019,11565-001.001,11565-001,001,0024848,CITY OF IREDELL,C,D,KNS,BOSQUE,31.98709600,-97.86397400,1226,12,09,DRG,12.00000000,other,20080915,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.564051002999975,30.422176002000015,11569-001.001,11569-001,001,0054364,LAKE CONROE HILLS MUD,C,D,NLV,MONTGOMERY,30.42217600,-95.56405100,1012,10,12,DRG,12.00000000,other,20081210,TCEQ,NAD83,End of pipe as indicated on paper map,15
-96.889581286,33.105895561000011,11570-001.001,11570-001,001,0053112,CITY OF THE COLONY,C,W,LLF,DENTON,33.10589556,-96.88958129,0823,08,04,DRG,12.00000000,other,20120605,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.167035243999976,29.50507272599998,11571-001.001,11571-001,001,0069728,GULF COAST WASTE DISPOSAL AUTHORITY,C,W,JMB,HARRIS,29.50507273,-95.16703524,1101,11,12,DOQQ,5.00000000,other,20130801,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.430120000999977,30.072232003000011,11572-001.001,11572-001,001,0047775,NORTHLAND JOINT VENTURE,C,D,NLV,HARRIS,30.07223200,-95.43012000,1009,10,12,DRG,12.00000000,other,20071126,TCEQ,NAD83,End of pipe as indicated on paper map,15
-98.057867126000019,29.650689634,10232-004.002,10232-004,002,0133248,NEW BRAUNFELS UTILITIES,P,W,LLF,GUADALUPE,29.65068963,-98.05786713,0804,08,13,DRG,12.00000000,other,20111202,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.405178998999986,30.111120002,11574-001.001,11574-001,001,0026221,SPRING CREEK UTILITY DISTRICT,C,D,JMB,MONTGOMERY,30.11112000,-95.40517900,1008,10,12,DRG,12.00000000,other,20130730,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.41031399799999,30.218128998999987,11580-001.001,11580-001,001,0075680,TOWN OF WOODLOCH,C,D,NLV,MONTGOMERY,30.21812900,-95.41031400,1004,10,12,DRG,12.00000000,other,20071207,TCEQ,NAD83,End of pipe as indicated on paper map,15
-97.780232,27.803185997000014,11583-001.001,11583-001,001,0054291,NUECES COUNTY WCID 5,C,D,KNS,NUECES,27.80318600,-97.78023200,2204,22,14,DRG,12.00000000,other,20041207,TCEQ,NAD83,End of pipe as indicated on paper map,14
-94.661233777,31.377512981,11588-001.001,11588-001,001,0054127,MOFFETT TWIN-OAKS MOBILE HOME PROPERTY TRUST,C,D,GMW,ANGELINA,31.37751298,-94.66123378,0615,06,10,DRG,12.00000000,other,20110318,TCEQ,NAD83,End of pipe as indicated on paper map,15
-93.763917080999988,30.185864208999988,11589-001.001,11589-001,001,0054801,NORTH ORANGE WATER AND SEWER LLC,C,D,KNS,ORANGE,30.18586421,-93.76391708,0501,05,10,DRG,12.00000000,other,20110328,TCEQ,NAD83,End of pipe as indicated on paper map,15
-97.184430819,33.004768123000019,11593-001.001,11593-001,001,0055735,TROPHY CLUB MUD 1,C,W,KNS,DENTON,33.00476812,-97.18443082,0826,08,04,DRG,12.00000000,other,20110418,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.769280616,29.798966409,11598-001.001,11598-001,001,0058408,WILLIAMSBURG REGIONAL SEWAGE AUTHORITY,C,W,JMB,HARRIS,29.79896641,-95.76928062,1014,10,12,DRG,12.00000000,other,20131105,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.135204,29.842865997999979,14856-001.001,14856-001,001,0130036,NATIONAL OILWELL VARCO LP,C,D,NLV,HARRIS,29.84286600,-95.13520400,1001,10,12,DRG,12.00000000,other,20071116,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.742879002999985,29.071395998000014,00721-000.012,00721-000,012,0007536,PHILLIPS 66 CO,C,W,JMB,BRAZORIA,29.07139600,-95.74287900,2442,13,12,DRG,12.00000000,other,20150406,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.179245998999988,29.757937997999989,00445-000.004,00445-000,004,0007064,ARKEMA INC,C,S,LLF,HARRIS,29.75793800,-95.17924600,1006,10,12,DRG,12.00000000,other,20130201,TCEQ,NAD83,End of pipe as indicated on paper map,15
-96.390273003,31.909408002000021,14854-001.001,14854-001,001,0130028,TEXAS DEPT OF TRANSPORTATION,C,D,NLV,NAVARRO,31.90940800,-96.39027300,0836,08,04,DRG,12.00000000,other,20071207,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.432969002999982,29.704690997,14850-001.001,14850-001,001,0026972,CITY OF SOUTHSIDE PLACE,C,D,KNS,HARRIS,29.70469100,-95.43296900,1007,10,12,DRG,12.00000000,other,20071210,TCEQ,NAD83,End of pipe as indicated on paper map,15
-96.378705732000014,32.80383293599999,14858-001.001,14858-001,001,0130044,NEAL & FM548-1076(MANN 1100) LLLP,C,W,NLV,KAUFMAN,32.80383294,-96.37870573,0818,08,04,DRG,12.00000000,other,20110712,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.135242996999978,29.837701002000017,15008-001.001,15008-001,001,0129917,VAM USA LLC,C,W,LLF,HARRIS,29.83770100,-95.13524300,1001,10,12,DRG,12.00000000,other,20110909,TCEQ,NAD83,End of pipe as indicated on paper map,15
-97.186267046000012,33.048110556999973,13457-001.002,13457-001,002,0104957,TRINITY RIVER AUTHORITY OF TEXAS,C,W,GMW,DENTON,33.04811056,-97.18626705,0826,08,04,DRG,12.00000000,other,20110216,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.414125996999985,30.109001998999986,14862-001.001,14862-001,001,0130095,RAYFORD CROSING LTD,C,D,NLV,MONTGOMERY,30.10900200,-95.41412600,1008,10,12,DRG,12.00000000,other,20080125,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.58430000200002,33.635710001,04846-000.001,04846-000,001,0130125,LAMAR POWER PLANT,C,W,GMW,LAMAR,33.63571000,-95.58430000,0305,03,12,DRG,12.00000000,other,20110211,TCEQ,NAD83,End of pipe as indicated on paper map,15
-97.289539665,33.499050338000018,14864-001.001,14864-001,001,0130117,ERA ISD,C,D,NLV,COOKE,33.49905034,-97.28953967,0839,08,04,DOQQ,5.00000000,other,20110415,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.314929001,30.932351997000012,14842-001.001,14842-001,001,0087203,TRINITY PINES CONFERENCE CENTER INC,C,D,NLV,TRINITY,30.93235200,-95.31492900,0803,08,10,DRG,12.00000000,other,20080208,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.105932317,29.81475074299999,02845-000.001,02845-000,001,0100919,OPTIM ENERGY ALTURA COGEN LLC,C,S,NLV,HARRIS,29.81475074,-95.10593232,1001,10,12,DRG,12.00000000,other,20130318,TCEQ,NAD83,End of pipe as indicated on paper map,15
-97.43939035599999,27.81416859,00465-000.005,00465-000,005,0006904,VALERO REFINING-TEXAS LP,C,W,JMB,NUECES,27.81416859,-97.43939036,2484,24,10,DRG,12.00000000,other,20140702,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.474536981000028,29.556987784,15077-001.001,15077-001,001,0134333,AUC GROUP LP,C,D,NLV,FORT BEND,29.55698778,-95.47453698,2432,11,12,DRG,12.00000000,other,20130604,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.076892998,29.768312,03059-000.001,03059-000,001,0104531,CHANNEL SHIPYARD CO INC,C,W,NLV,HARRIS,29.76831200,-95.07689300,1005,10,12,DRG,12.00000000,other,20130212,TCEQ,NAD83,End of pipe as indicated on paper map,15
-94.029494910999972,30.027448812999978,01595-000.002,01595-000,002,0007277,AIR LIQUIDE LARGE INDUSTRIES US LP,C,W,KNS,JEFFERSON,30.02744881,-94.02949491,0601,06,10,DRG,12.00000000,other,20110629,TCEQ,NAD83,End of pipe as indicated on paper map,15
-96.131678,30.453595002999975,14879-001.001,14879-001,001,0131440,NI AMERICA TEXAS DEVELOPMENT LLC,C,D,KNS,BRAZOS,30.45359500,-96.13167800,1209,12,09,DRG,12.00000000,other,20080324,TCEQ,NAD83,End of pipe as indicated on paper map,14
-101.42240750299999,35.665758915000026,00734-000.001,00734-000,001,0127051,ORION ENGINEERED CARBONS LLC,C,D,NLV,HUTCHINSON,35.66575892,-101.42240750,0101,01,01,DRG,12.00000000,other,20150330,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.219684003,29.887588,11818-003.001,11818-003,001,0131482,HARRIS COUNTY MUD NO 148,C,D,KNS,HARRIS,29.88758800,-95.21968400,1016,10,12,DRG,12.00000000,other,20080424,TCEQ,NAD83,End of pipe as indicated on paper map,15
-98.974369001000014,32.404693998000027,14877-001.001,14877-001,001,0053716,CITY OF CISCO,C,D,NLV,EASTLAND,32.40469400,-98.97436900,1233,12,03,DRG,12.00000000,other,20080425,TCEQ,NAD83,End of pipe as indicated on paper map,15
-97.276646997,30.043856001,13894-001.001,13894-001,001,0131539,BASTROP COUNTY MUD NO 1,C,D,NLV,BASTROP,30.04385600,-97.27664700,1434,14,11,DRG,12.00000000,other,20080506,TCEQ,NAD83,End of pipe as indicated on paper map,14
-94.926259855000012,29.363832984999988,00452-000.005,00452-000,005,0004766,BP AMOCO CHEMCIAL CO,C,W,NLV,GALVESTON,29.36383299,-94.92625986,2437,11,12,DRG,12.00000000,other,20130722,TCEQ,NAD83,End of pipe as indicated on paper map,15
-94.929796174999979,31.485774623,11196-001.001,11196-001,001,0071021,CITY OF WELLS,C,D,GMW,CHEROKEE,31.48577462,-94.92979618,0604,06,05,DRG,12.00000000,other,20110216,TCEQ,NAD83,End of pipe as indicated on paper map,15
-94.748626412000021,32.690639153,11199-001.001,11199-001,001,0027944,DIANA SPECIAL UTILITY DISTRICT,C,D,GMW,UPSHUR,32.69063915,-94.74862641,0409,04,05,DRG,12.00000000,other,20100609,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.310499998000012,29.937566999000012,11200-001.001,11200-001,001,0031461,DOUGLAS UTILITY CO,C,D,GMW,HARRIS,29.93756700,-95.31050000,1016,10,12,DRG,12.00000000,other,20110225,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.563842997999984,29.944935997000016,11201-001.001,11201-001,001,0027324,EMERALD FOREST UD,C,W,LLF,HARRIS,29.94493600,-95.56384300,1016,10,12,DRG,12.00000000,other,20120730,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.598679638000021,30.36093788300002,11203-001.001,11203-001,001,0069469,MONTGOMERY COUNTY UD NO 3,C,D,LLF,MONTGOMERY,30.36093788,-95.59867964,1012,10,12,DRG,12.00000000,other,20111212,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.166157693,33.414979838000022,11204-001.001,11204-001,001,0116556,RIVERCREST ISD,C,D,NLV,RED RIVER,33.41497984,-95.16615769,0303,03,05,DRG,12.00000000,other,20100528,TCEQ,NAD83,End of pipe as indicated on paper map,15
-97.767937997999979,26.41544900299999,11210-001.001,11210-001,001,0084719,CITY OF LYFORD,C,D,NLV,WILLACY,26.41544900,-97.76793800,2491,22,15,DRG,12.00000000,other,20100120,TCEQ,NAD83,End of pipe as indicated on paper map,14
-94.292070997999986,30.066448,11211-001.001,11211-001,001,0030953,TEXAS A&M UNIVERSITY,C,D,NLV,JEFFERSON,30.06644800,-94.29207100,0701,07,10,DRG,12.00000000,other,20080125,TCEQ,NAD83,End of pipe as indicated on paper map,15
-99.002227999000013,26.394224,11212-002.001,11212-002,001,0117544,CITY OF ROMA,C,W,NLV,STARR,26.39422400,-99.00222800,2302,23,15,DRG,12.00000000,other,20120314,TCEQ,NAD83,End of pipe as indicated on paper map,14
-99.018144952,26.404856159000019,11212-003.001,11212-003,001,0119709,CITY OF ROMA,C,D,GMW,STARR,26.40485616,-99.01814495,2302,23,15,DRG,12.00000000,other,20100208,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.562054998,30.410425002000011,11271-001.001,11271-001,001,0032514,MONTGOMERY COUNTY UD NO 2,C,D,KNS,MONTGOMERY,30.41042500,-95.56205500,1012,10,12,DRG,12.00000000,other,20071025,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.504785001000016,29.900586,11273-001.001,11273-001,001,0026352,HARRIS COUNTY MUD 6,C,D,GMW,HARRIS,29.90058600,-95.50478500,1017,10,12,DRG,12.00000000,other,20100826,TCEQ,NAD83,End of pipe as indicated on paper map,15
-94.564515997,30.257810001,11274-001.001,11274-001,001,0030813,WEST HARDIN COUNTY CONSOLIDATED ISD,C,D,KNS,HARDIN,30.25781000,-94.56451600,0607,06,10,DRG,12.00000000,other,20061221,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.996972002,30.099009002,11275-002.001,11275-002,001,0111201,PRAIRIE VIEW A&M UNIVERSITY,C,W,JMB,WALLER,30.09900900,-95.99697200,1202,12,12,DRG,12.00000000,other,20150508,TCEQ,NAD83,End of pipe as indicated on paper map,15
-96.566729001,33.331987,11283-001.001,11283-001,001,0056677,CITY OF ANNA,C,D,AEW,COLLIN,33.33198700,-96.56672900,0821,08,04,DRG,12.00000000,other,20070614,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.704172670999981,29.80223670700002,11284-001.001,11284-001,001,0053091,WESTLAKE MUD NO 1,C,W,JMB,HARRIS,29.80223671,-95.70417267,1014,10,12,DRG,12.00000000,other,20141205,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.56832700199999,30.459173998999972,11285-001.001,11285-001,001,0027049,CORINTHIAN POINT MUD NO 2,C,D,KNS,MONTGOMERY,30.45917400,-95.56832700,1012,10,12,DRG,12.00000000,other,20050217,TCEQ,NAD83,End of pipe as indicated on paper map,15
-96.367931998000017,32.74427300100001,11286-001.001,11286-001,001,0103624,"PATEL, CHHOTUBHAI THAKORBHAI",C,D,KNS,KAUFMAN,32.74427300,-96.36793200,0818,08,04,DRG,12.00000000,other,20061227,TCEQ,NAD83,End of pipe as indicated on paper map,14
-97.28713944499998,33.17247015800001,11287-003.001,11287-003,001,0123862,TOWN OF PONDER,C,D,NLV,DENTON,33.17247016,-97.28713945,0826,08,04,DRG,12.00000000,other,20110520,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.655712997000023,29.830590002,11290-001.001,11290-001,001,0046621,JACKRABBIT ROAD PUD,C,W,LLF,HARRIS,29.83059000,-95.65571300,1014,10,12,DRG,12.00000000,other,20120104,TCEQ,NAD83,End of pipe as indicated on paper map,15
-94.433123708999972,30.914783203000013,11295-001.001,11295-001,001,0100692,CITY OF COLMESNEIL,C,D,KNS,TYLER,30.91478320,-94.43312371,0604,06,10,DRG,12.00000000,other,20110420,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.111334000999989,30.805486997,11298-001.001,11298-001,001,0078841,POLK COUNTY FWSD 2,C,D,GMW,POLK,30.80548700,-95.11133400,0803,08,10,DRG,12.00000000,other,20100722,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.315570025999989,30.940081194000015,11300-001.001,11300-001,001,0027677,WESTWOOD SHORES MUD,C,D,GMW,TRINITY,30.94008119,-95.31557003,0803,08,10,DRG,12.00000000,other,20100826,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.263040998,29.953411997999979,11302-001.001,11302-001,001,0025623,EL DORADO UTILITY DISTRICT,C,D,AEW,HARRIS,29.95341200,-95.26304100,1016,10,12,DRG,12.00000000,other,20070612,TCEQ,NAD83,End of pipe as indicated on paper map,15
-94.483499001999974,31.822673001,11304-001.001,11304-001,001,0076503,CITY OF GARRISON,C,D,AEW,NACOGDOCHES,31.82267300,-94.48349900,0612,06,10,DRG,12.00000000,other,20070604,TCEQ,NAD83,End of pipe as indicated on paper map,15
-94.948065000999975,33.10415199900001,10575-004.001,10575-004,001,0105171,CITY OF MOUNT PLEASANT,C,W,LLF,TITUS,33.10415200,-94.94806500,0404,04,05,DRG,12.00000000,other,20110711,TCEQ,NAD83,End of pipe as indicated on paper map,15
-99.110826584999984,30.025393834,10576-001.001,10576-001,001,0047333,CITY OF KERRVILLE,C,W,JMB,KERR,30.02539383,-99.11082659,1806,18,13,DRG,12.00000000,other,20150226,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.694060444,31.658129127,10578-001.001,10578-001,001,0066150,LAKEVIEW METHODIST ASSEMBLY,C,D,GMW,ANDERSON,31.65812913,-95.69406044,0804,08,05,DRG,12.00000000,other,20091230,TCEQ,NAD83,End of pipe as indicated on paper map,15
-96.120853997999973,32.362951001,10579-001.001,10579-001,001,0052949,CITY OF MABANK,C,D,GMW,KAUFMAN,32.36295100,-96.12085400,0818,08,04,DRG,12.00000000,other,20110308,TCEQ,NAD83,End of pipe as indicated on paper map,14
-96.154232998,32.335909001,10579-003.001,10579-003,001,0002631,CITY OF MABANK,C,D,GMW,HENDERSON,32.33590900,-96.15423300,0818,08,05,DRG,12.00000000,other,20110317,TCEQ,NAD83,End of pipe as indicated on paper map,14
-97.647572001000015,29.659465997999973,10582-001.001,10582-001,001,0022772,CITY OF LULING,C,D,KNS,CALDWELL,29.65946600,-97.64757200,1808,18,11,DRG,12.00000000,other,20080923,TCEQ,NAD83,End of pipe as indicated on paper map,14
-97.62825299799999,29.685852999000019,10582-002.001,10582-002,001,0022764,CITY OF LULING,C,D,KNS,CALDWELL,29.68585300,-97.62825300,1810,18,11,DRG,12.00000000,other,20080923,TCEQ,NAD83,End of pipe as indicated on paper map,14
-94.32730411,32.489055975999975,10583-002.001,10583-002,001,0021784,CITY OF MARSHALL,C,W,GMW,HARRISON,32.48905598,-94.32730411,0505,05,05,DRG,12.00000000,other,20100721,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.507174002,29.746827003000021,10584-001.001,10584-001,001,0047457,MEMORIAL VILLAGES WATER AUTHORITY,C,W,NLV,HARRIS,29.74682700,-95.50717400,1014,10,12,DRG,12.00000000,other,20150115,TCEQ,NAD83,End of pipe as indicated on paper map,15
-98.134218431000022,32.786489561999986,10585-001.001,10585-001,001,0047414,CITY OF MINERAL WELLS,C,D,NLV,PALO PINTO,32.78648956,-98.13421843,1206,12,04,DOQQ,5.00000000,other,20131017,TCEQ,NAD83,End of pipe as indicated on paper map,14
-98.048461633999977,32.811612893000017,10585-004.001,10585-004,001,0023779,CITY OF MINERAL WELLS,C,D,NLV,PARKER,32.81161289,-98.04846163,1206,12,04,DOQQ,5.00000000,other,20131021,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.844108002999974,31.57800700199999,10586-002.001,10586-002,001,0116173,CITY OF OAKWOOD,C,D,NLV,LEON,31.57800700,-95.84410800,0804,08,09,DRG,12.00000000,other,20070220,TCEQ,NAD83,End of pipe as indicated on paper map,15
-98.216791999,28.599493,14767-001.001,14767-001,001,0129305,TEXAS DEPT OF TRANSPORTATION,C,D,NLV,LIVE OAK,28.59949300,-98.21679200,2107,21,14,DRG,12.00000000,other,20070521,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.378070358,30.162316590999978,02502-000.002,02502-000,002,0087793,HANSON AGGREGATES LLC,C,W,NLV,MONTGOMERY,30.16231659,-95.37807036,1004,10,12,DRG,12.00000000,other,20130319,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.033461,29.693293000999972,02529-000.001,02529-000,001,0088510,PRAXAIR INC,C,W,NLV,HARRIS,29.69329300,-95.03346100,2427,11,12,DRG,12.00000000,other,20130422,TCEQ,NAD83,End of pipe as indicated on paper map,15
-99.304382203999978,34.175764790000017,02537-000.001,02537-000,001,0088781,RHODIA INC,C,W,KNS,WILBARGER,34.17576479,-99.30438220,0230,02,03,DRG,12.00000000,other,20100622,TCEQ,NAD83,End of pipe as indicated on paper map,14
-99.298979997,34.166621505000023,02537-000.002,02537-000,002,0088781,RHODIA INC,C,S,KNS,WILBARGER,34.16662151,-99.29898000,0230,02,03,DRG,12.00000000,other,20100622,TCEQ,NAD83,End of pipe as indicated on paper map,14
-97.463304373000028,27.818653665999989,02540-000.001,02540-000,001,0089516,VALERO REFINING-TEXAS LP,C,W,NLV,NUECES,27.81865367,-97.46330437,2484,22,14,DRG,12.00000000,other,20150213,TCEQ,NAD83,End of pipe as indicated on paper map,14
-95.085333588000026,29.716167919999975,02544-000.001,02544-000,001,0087971,SOLVAY CHEMICALS INC,C,S,JMB,HARRIS,29.71616792,-95.08533359,1005,10,12,DRG,12.00000000,other,20150304,TCEQ,NAD83,End of pipe as indicated on paper map,15
-95.085312676,29.716141951,02544-000.002,02544-000,002,0087971,SOLVAY CHEMICALS INC,C,W,JMB,HARRIS,29.71614195,-95.08531268,1005,10,12,DRG,12.00000000,other,20150304,TCEQ,NAD83,End of pipe as indicated on paper map,15
-97.331684422000023,31.074921922999977,02545-000.001,02545-000,001,0089109,BNSF RAILWAY CO,C,W,NLV,BELL,31.07492192,-97.33168442,1213,12,09,DRG,12.00000000,other,20131021,TCEQ,NAD83,End of pipe as indicated on paper map,14
-97.324222538000015,31.056439911999973,02545-000.002,02545-000,002,0089109,BNSF RAILWAY CO,C,W,NLV,BELL,31.05643991,-97.32422254,1213,12,09,DRG,12.00000000,other,20131021,TCEQ,NAD83,End of pipe as indicated on paper map,14
-94.861119998999982,30.839630998000018,14796-001.001,14796-001,001,0125091,TXDOT,C,D,AEW,POLK,30.83963100,-94.86112000,0802,08,10,DRG,12.00000000,other,20070611,TCEQ,NAD83,End of pipe as indicated on paper map,15
